Bit Width,Algorithm,Execution Time,CPU Usage,Memory Usage
512,Barrett,8.800008799880743e-06,13.3,26.5234375
512,Montgomery,6.099988240748644e-06,15.5,26.5234375
512,Barrett,8.000002708286047e-06,13.3,26.5234375
512,Montgomery,5.499983672052622e-06,15.6,26.5234375
512,Barrett,7.399998139590025e-06,14.0,26.5234375
512,Montgomery,5.3000112529844046e-06,13.2,26.5234375
512,Barrett,8.400005754083395e-06,13.7,26.5234375
512,Montgomery,6.000016583129764e-06,15.3,26.5234375
512,Barrett,7.700000423938036e-06,14.3,26.5234375
512,Montgomery,5.999987479299307e-06,14.6,26.5234375
512,Barrett,8.499977411702275e-06,14.1,26.5234375
512,Montgomery,5.5000127758830786e-06,14.3,26.4921875
512,Barrett,7.800001185387373e-06,15.6,26.4921875
512,Montgomery,6.100017344579101e-06,15.1,26.4921875
512,Barrett,7.499998901039362e-06,13.9,26.4921875
512,Montgomery,5.700014298781753e-06,13.5,26.4921875
512,Barrett,8.599978173151612e-06,13.3,26.49609375
512,Montgomery,6.80002267472446e-06,16.5,26.49609375
512,Barrett,7.700000423938036e-06,15.0,26.49609375
512,Montgomery,5.099980626255274e-06,15.4,26.49609375
512,Barrett,8.100003469735384e-06,14.0,26.49609375
512,Montgomery,6.299989763647318e-06,14.1,26.49609375
512,Barrett,8.600007276982069e-06,14.6,26.49609375
512,Montgomery,7.499998901039362e-06,16.8,26.49609375
512,Barrett,8.700008038431406e-06,13.7,26.49609375
512,Montgomery,5.900015821680427e-06,13.5,26.49609375
512,Barrett,7.300026481971145e-06,13.5,26.5
512,Montgomery,5.1000097300857306e-06,14.0,26.5
512,Barrett,7.90000194683671e-06,15.5,26.5
512,Montgomery,5.1000097300857306e-06,14.3,26.5
512,Barrett,7.599999662488699e-06,13.6,26.5
512,Montgomery,5.099980626255274e-06,13.6,26.5
512,Barrett,7.499998901039362e-06,13.6,26.5
512,Montgomery,5.199981387704611e-06,16.5,26.5
512,Barrett,6.799993570894003e-06,13.6,26.5
512,Montgomery,5.4000120144337416e-06,14.9,26.5
512,Barrett,2.4100008886307478e-05,13.0,26.5
512,Montgomery,6.300018867477775e-06,13.6,26.5
512,Barrett,7.299997378140688e-06,15.4,26.5
512,Montgomery,5.3000112529844046e-06,15.7,26.5
512,Barrett,7.299997378140688e-06,14.2,26.5
512,Montgomery,6.299989763647318e-06,15.0,26.5
512,Barrett,7.90000194683671e-06,14.8,26.5
512,Montgomery,5.699985194951296e-06,13.3,26.5
512,Barrett,8.300004992634058e-06,15.8,26.5
512,Montgomery,5.600013537332416e-06,13.4,26.5
512,Barrett,8.500006515532732e-06,13.2,26.5
512,Montgomery,6.099988240748644e-06,15.2,26.5
512,Barrett,7.299997378140688e-06,15.6,26.5
512,Montgomery,5.3000112529844046e-06,18.7,26.5
512,Barrett,6.999995093792677e-06,13.6,26.5
512,Montgomery,5.199981387704611e-06,14.8,26.5
512,Barrett,7.199996616691351e-06,13.0,26.5
512,Montgomery,5.600013537332416e-06,14.4,26.5
512,Barrett,8.000002708286047e-06,16.2,26.5
512,Montgomery,5.1000097300857306e-06,15.0,26.5
512,Barrett,9.099981980398297e-06,14.6,26.5
512,Montgomery,5.80001506023109e-06,13.9,26.5
512,Barrett,7.399998139590025e-06,13.8,26.5
512,Montgomery,5.999987479299307e-06,15.3,26.5
512,Barrett,7.599999662488699e-06,13.8,26.5
512,Montgomery,5.600013537332416e-06,16.4,26.5
512,Barrett,7.90000194683671e-06,13.0,26.5
512,Montgomery,5.2000104915350676e-06,13.9,26.5
512,Barrett,7.399998139590025e-06,15.4,26.5
512,Montgomery,5.299982149153948e-06,14.7,26.5
512,Barrett,9.299983503296971e-06,13.9,26.5
512,Montgomery,6.000016583129764e-06,13.7,26.5
512,Barrett,8.500006515532732e-06,15.0,26.50390625
512,Montgomery,6.100017344579101e-06,13.5,26.50390625
512,Barrett,8.000002708286047e-06,15.7,26.50390625
512,Montgomery,5.80001506023109e-06,13.8,26.5078125
512,Barrett,8.200004231184721e-06,14.0,26.5078125
512,Montgomery,6.200018106028438e-06,14.6,26.5078125
512,Barrett,7.000024197623134e-06,14.9,26.5078125
512,Montgomery,5.399982910603285e-06,14.6,26.5078125
512,Barrett,7.399998139590025e-06,13.1,26.5078125
512,Montgomery,5.2000104915350676e-06,14.2,26.5078125
512,Barrett,7.499998901039362e-06,13.9,26.5078125
512,Montgomery,5.700014298781753e-06,14.9,26.5078125
512,Barrett,7.90000194683671e-06,17.0,26.5078125
512,Montgomery,5.599984433501959e-06,12.9,26.5078125
512,Barrett,8.300004992634058e-06,13.5,26.5078125
512,Montgomery,6.299989763647318e-06,14.6,26.5078125
512,Barrett,7.499998901039362e-06,13.9,26.5078125
512,Montgomery,5.4000120144337416e-06,14.1,26.5078125
512,Barrett,8.700008038431406e-06,15.7,26.5078125
512,Montgomery,5.499983672052622e-06,14.1,26.5078125
512,Barrett,8.399976650252938e-06,14.6,26.5078125
512,Montgomery,6.000016583129764e-06,13.8,26.5078125
512,Barrett,1.279998105019331e-05,13.2,26.5078125
512,Montgomery,7.800001185387373e-06,14.3,26.5078125
512,Barrett,8.300004992634058e-06,15.5,26.5078125
512,Montgomery,5.299982149153948e-06,13.9,26.5078125
512,Barrett,7.599999662488699e-06,14.2,26.5078125
512,Montgomery,4.7000066842883825e-06,13.9,26.5078125
512,Barrett,7.299997378140688e-06,18.8,26.5078125
512,Montgomery,5.4000120144337416e-06,14.1,26.5078125
512,Barrett,8.799979696050286e-06,23.3,26.5078125
512,Montgomery,6.100017344579101e-06,18.1,26.5078125
512,Barrett,7.100024959072471e-06,17.9,26.5078125
512,Montgomery,6.200018106028438e-06,12.5,26.5078125
512,Barrett,7.499998901039362e-06,16.1,26.5078125
512,Montgomery,5.499983672052622e-06,14.1,26.5078125
512,Barrett,7.299997378140688e-06,14.4,26.5078125
512,Montgomery,6.999995093792677e-06,13.8,26.5078125
512,Barrett,7.500028004869819e-06,14.4,26.5078125
512,Montgomery,5.199981387704611e-06,15.9,26.5078125
512,Barrett,7.800001185387373e-06,12.5,26.5078125
512,Montgomery,6.100017344579101e-06,14.1,26.5078125
512,Barrett,6.500020390376449e-06,15.7,26.51171875
512,Montgomery,5.499983672052622e-06,14.0,26.51171875
512,Barrett,7.599999662488699e-06,15.7,26.51171875
512,Montgomery,5.499983672052622e-06,16.4,26.51171875
1024,Barrett,8.600007276982069e-06,13.9,26.5234375
1024,Montgomery,1.300001167692244e-05,13.6,26.5234375
1024,Barrett,7.700000423938036e-06,13.2,26.5234375
1024,Montgomery,1.0899995686486363e-05,13.7,26.5234375
1024,Barrett,1.0799994925037026e-05,16.0,26.5234375
1024,Montgomery,1.3500015484169126e-05,13.9,26.5234375
1024,Barrett,9.099981980398297e-06,13.1,26.52734375
1024,Montgomery,9.300012607127428e-06,14.2,26.52734375
1024,Barrett,8.000002708286047e-06,13.6,26.52734375
1024,Montgomery,9.000010322779417e-06,14.4,26.52734375
1024,Barrett,1.6300007700920105e-05,16.2,26.52734375
1024,Montgomery,8.600007276982069e-06,13.4,26.52734375
1024,Barrett,1.9400002202019095e-05,14.5,26.52734375
1024,Montgomery,1.0200019460171461e-05,14.6,26.52734375
1024,Barrett,6.799993570894003e-06,14.4,26.52734375
1024,Montgomery,8.300004992634058e-06,14.0,26.52734375
1024,Barrett,8.899980457499623e-06,16.0,26.52734375
1024,Montgomery,9.500014130026102e-06,13.2,26.52734375
1024,Barrett,7.099995855242014e-06,16.1,26.52734375
1024,Montgomery,8.200004231184721e-06,17.5,26.52734375
1024,Barrett,8.300004992634058e-06,20.3,25.96875
1024,Montgomery,8.200004231184721e-06,21.8,25.96875
1024,Barrett,8.700008038431406e-06,14.0,25.96875
1024,Montgomery,8.99998121894896e-06,13.4,25.96875
1024,Barrett,7.099995855242014e-06,13.8,25.96875
1024,Montgomery,8.400005754083395e-06,15.1,25.96875
1024,Barrett,8.600007276982069e-06,16.8,25.96875
1024,Montgomery,9.099981980398297e-06,16.4,25.96875
1024,Barrett,7.299997378140688e-06,16.1,25.96875
1024,Montgomery,8.800008799880743e-06,15.6,25.96875
1024,Barrett,7.700000423938036e-06,13.4,25.96875
1024,Montgomery,7.90000194683671e-06,15.1,25.96875
1024,Barrett,8.300004992634058e-06,13.0,25.96875
1024,Montgomery,8.69997893460095e-06,15.6,25.96875
1024,Barrett,8.100003469735384e-06,13.7,25.96875
1024,Montgomery,8.599978173151612e-06,13.8,25.96875
1024,Barrett,7.700000423938036e-06,13.7,25.96875
1024,Montgomery,8.000002708286047e-06,15.2,25.96875
1024,Barrett,8.300004992634058e-06,13.5,25.96875
1024,Montgomery,9.099981980398297e-06,15.3,25.97265625
1024,Barrett,6.999995093792677e-06,13.9,25.97265625
1024,Montgomery,7.700000423938036e-06,13.7,25.97265625
1024,Barrett,8.200004231184721e-06,20.5,25.97265625
1024,Montgomery,8.700008038431406e-06,15.0,25.97265625
1024,Barrett,8.100003469735384e-06,13.3,25.97265625
1024,Montgomery,8.200004231184721e-06,14.6,25.97265625
1024,Barrett,7.700000423938036e-06,13.9,25.97265625
1024,Montgomery,8.899980457499623e-06,13.9,25.97265625
1024,Barrett,7.299997378140688e-06,17.2,25.97265625
1024,Montgomery,8.300004992634058e-06,15.5,25.97265625
1024,Barrett,7.399998139590025e-06,13.7,25.97265625
1024,Montgomery,8.400005754083395e-06,15.6,25.97265625
1024,Barrett,8.000002708286047e-06,17.3,25.97265625
1024,Montgomery,8.69997893460095e-06,15.7,25.97265625
1024,Barrett,7.199996616691351e-06,13.7,25.97265625
1024,Montgomery,8.200004231184721e-06,13.7,25.97265625
1024,Barrett,8.000002708286047e-06,14.6,25.9765625
1024,Montgomery,8.000002708286047e-06,14.9,25.9765625
1024,Barrett,1.6400008462369442e-05,15.6,25.9765625
1024,Montgomery,1.580000389367342e-05,13.7,25.9765625
1024,Barrett,6.89999433234334e-06,13.3,25.9765625
1024,Montgomery,8.000002708286047e-06,14.2,25.9765625
1024,Barrett,7.499998901039362e-06,14.1,25.9765625
1024,Montgomery,7.499998901039362e-06,13.8,25.9765625
1024,Barrett,1.2600008631125093e-05,15.9,25.9765625
1024,Montgomery,1.069999416358769e-05,14.2,25.9765625
1024,Barrett,6.199989002197981e-06,14.6,25.9765625
1024,Montgomery,7.299997378140688e-06,15.0,25.9765625
1024,Barrett,7.700000423938036e-06,13.4,25.9765625
1024,Montgomery,8.100003469735384e-06,14.9,25.9765625
1024,Barrett,7.700000423938036e-06,13.8,25.9765625
1024,Montgomery,9.000010322779417e-06,13.6,25.9765625
1024,Barrett,7.099995855242014e-06,14.5,25.9765625
1024,Montgomery,7.499998901039362e-06,14.4,25.9765625
1024,Barrett,8.599978173151612e-06,13.9,25.9765625
1024,Montgomery,8.90000956133008e-06,16.0,25.9765625
1024,Barrett,7.800001185387373e-06,13.9,25.9765625
1024,Montgomery,8.200004231184721e-06,17.9,25.9765625
1024,Barrett,8.100003469735384e-06,17.6,25.9765625
1024,Montgomery,9.100011084228754e-06,15.4,25.9765625
1024,Barrett,7.199996616691351e-06,19.3,25.9765625
1024,Montgomery,8.500006515532732e-06,18.9,25.9765625
1024,Barrett,2.9199989512562752e-05,13.5,25.98046875
1024,Montgomery,1.3999990187585354e-05,13.8,25.98046875
1024,Barrett,7.499998901039362e-06,15.6,25.98046875
1024,Montgomery,7.700000423938036e-06,14.3,25.98046875
1024,Barrett,7.700000423938036e-06,15.3,25.98046875
1024,Montgomery,8.700008038431406e-06,13.8,25.98046875
1024,Barrett,8.700008038431406e-06,13.9,25.98046875
1024,Montgomery,9.400013368576765e-06,15.3,25.98046875
1024,Barrett,7.399998139590025e-06,14.3,25.98046875
1024,Montgomery,7.90000194683671e-06,15.0,25.98046875
1024,Barrett,7.800001185387373e-06,16.1,25.98046875
1024,Montgomery,8.100003469735384e-06,14.7,25.98046875
1024,Barrett,7.800001185387373e-06,13.9,25.98046875
1024,Montgomery,8.000002708286047e-06,13.7,25.98046875
1024,Barrett,7.599999662488699e-06,14.4,25.98046875
1024,Montgomery,8.200004231184721e-06,16.4,25.98046875
1024,Barrett,6.80002267472446e-06,14.1,25.98046875
1024,Montgomery,7.199996616691351e-06,13.7,25.98046875
1024,Barrett,1.1899974197149277e-05,13.5,25.98046875
1024,Montgomery,9.90001717582345e-06,13.8,25.98046875
1024,Barrett,8.000002708286047e-06,15.9,25.98046875
1024,Montgomery,8.499977411702275e-06,14.6,25.98046875
1024,Barrett,6.499991286545992e-06,13.8,25.98046875
1024,Montgomery,7.90000194683671e-06,14.7,25.98046875
1024,Barrett,1.930000144056976e-05,19.1,25.984375
1024,Montgomery,1.6200006939470768e-05,15.4,25.984375
1024,Barrett,1.3899989426136017e-05,14.5,25.984375
1024,Montgomery,2.9300019377842546e-05,16.6,25.984375
1024,Barrett,7.700000423938036e-06,16.3,25.984375
1024,Montgomery,7.90000194683671e-06,13.9,25.984375
1024,Barrett,8.600007276982069e-06,14.5,25.984375
1024,Montgomery,7.599999662488699e-06,15.9,25.984375
1024,Barrett,8.100003469735384e-06,15.0,25.984375
1024,Montgomery,8.400005754083395e-06,13.0,25.984375
1024,Barrett,7.299997378140688e-06,13.5,25.984375
1024,Montgomery,7.800001185387373e-06,13.8,25.984375
1024,Barrett,7.199996616691351e-06,14.9,25.984375
1024,Montgomery,7.599999662488699e-06,14.7,25.984375
1024,Barrett,1.2800010154023767e-05,16.6,25.984375
1024,Montgomery,1.0599993402138352e-05,14.2,25.984375
1024,Barrett,7.199996616691351e-06,14.2,25.984375
1024,Montgomery,8.200004231184721e-06,14.9,25.984375
1024,Barrett,7.700000423938036e-06,14.2,25.984375
1024,Montgomery,8.69997893460095e-06,16.5,25.984375
1024,Barrett,7.700000423938036e-06,14.5,25.984375
1024,Montgomery,8.400005754083395e-06,20.5,25.98828125
1024,Barrett,7.199996616691351e-06,21.9,25.98828125
1024,Montgomery,7.299997378140688e-06,20.6,25.98828125
1024,Barrett,8.200004231184721e-06,22.0,25.98828125
1024,Montgomery,8.400005754083395e-06,31.4,25.98828125
1024,Barrett,8.300004992634058e-06,27.7,25.98828125
1024,Montgomery,8.600007276982069e-06,32.0,25.98828125
1024,Barrett,6.999995093792677e-06,28.7,25.98828125
1024,Montgomery,8.300004992634058e-06,29.7,25.98828125
1024,Barrett,1.1399999493733048e-05,23.3,25.98828125
1024,Montgomery,1.200000406242907e-05,25.6,25.98828125
1024,Barrett,7.299997378140688e-06,24.6,25.98828125
1024,Montgomery,7.800001185387373e-06,22.6,25.98828125
1024,Barrett,6.299989763647318e-06,20.6,25.98828125
1024,Montgomery,7.199996616691351e-06,13.7,25.98828125
1024,Barrett,7.099995855242014e-06,13.8,25.98828125
1024,Montgomery,8.000002708286047e-06,14.2,25.98828125
1024,Barrett,9.69998654909432e-06,14.0,25.98828125
1024,Montgomery,9.300012607127428e-06,18.5,25.98828125
1024,Barrett,6.999995093792677e-06,13.7,25.98828125
1024,Montgomery,8.100003469735384e-06,14.7,25.98828125
1024,Barrett,7.499998901039362e-06,14.3,25.98828125
1024,Montgomery,7.90000194683671e-06,14.5,25.98828125
1024,Barrett,7.499998901039362e-06,17.1,25.98828125
1024,Montgomery,7.90000194683671e-06,13.6,25.98828125
1024,Barrett,7.90000194683671e-06,14.9,25.98828125
1024,Montgomery,8.400005754083395e-06,14.0,25.98828125
1024,Barrett,6.89999433234334e-06,13.9,26.00390625
1024,Montgomery,7.299997378140688e-06,16.6,26.00390625
1024,Barrett,3.0499999411404133e-05,15.6,26.00390625
1024,Montgomery,1.8099992303177714e-05,15.0,26.00390625
1024,Barrett,8.400005754083395e-06,16.8,26.0078125
1024,Montgomery,8.300004992634058e-06,15.6,26.0078125
1024,Barrett,7.99997360445559e-06,14.5,26.0078125
1024,Montgomery,8.90000956133008e-06,14.6,26.0078125
1024,Barrett,7.399998139590025e-06,14.9,26.0078125
1024,Montgomery,8.000002708286047e-06,15.3,26.0078125
1024,Barrett,1.200000406242907e-05,12.9,26.0078125
1024,Montgomery,1.0000017937272787e-05,13.5,26.0078125
1024,Barrett,8.200004231184721e-06,13.7,26.01171875
1024,Montgomery,8.700008038431406e-06,15.4,26.01171875
1024,Barrett,7.299997378140688e-06,13.7,26.01171875
1024,Montgomery,8.600007276982069e-06,15.8,26.01171875
1024,Barrett,8.300004992634058e-06,14.6,26.01171875
1024,Montgomery,7.800001185387373e-06,14.4,26.01171875
1024,Barrett,8.200004231184721e-06,14.1,26.01171875
1024,Montgomery,8.300004992634058e-06,16.1,26.01171875
1024,Barrett,7.700000423938036e-06,13.8,26.01171875
1024,Montgomery,7.700000423938036e-06,14.4,26.01171875
1024,Barrett,9.799987310543656e-06,13.1,26.01171875
1024,Montgomery,1.0199990356341004e-05,13.7,26.01171875
1024,Barrett,8.700008038431406e-06,14.1,26.01171875
1024,Montgomery,7.99997360445559e-06,15.9,26.01171875
1024,Barrett,1.4900026144459844e-05,14.3,26.01171875
1024,Montgomery,2.309997216798365e-05,13.3,26.01171875
1024,Barrett,8.399976650252938e-06,13.3,26.01171875
1024,Montgomery,8.100003469735384e-06,15.6,26.01171875
1024,Barrett,6.89999433234334e-06,16.6,26.01171875
1024,Montgomery,7.700000423938036e-06,13.3,26.01171875
1024,Barrett,8.300004992634058e-06,16.8,26.01171875
1024,Montgomery,8.90000956133008e-06,13.6,26.01171875
1024,Barrett,7.000024197623134e-06,13.8,26.01171875
1024,Montgomery,8.099974365904927e-06,15.5,26.01171875
1024,Barrett,8.000002708286047e-06,14.1,26.01171875
1024,Montgomery,8.799979696050286e-06,13.8,26.01171875
1024,Barrett,6.999995093792677e-06,15.5,26.01171875
1024,Montgomery,8.000002708286047e-06,14.3,26.01171875
1024,Barrett,8.400005754083395e-06,14.6,26.01171875
1024,Montgomery,8.399976650252938e-06,14.7,26.01171875
1024,Barrett,9.499985026195645e-06,14.3,26.01171875
1024,Montgomery,8.800008799880743e-06,13.4,26.01171875
1024,Barrett,8.200004231184721e-06,15.6,26.01171875
1024,Montgomery,8.99998121894896e-06,15.9,26.01171875
2048,Barrett,0.00021660001948475838,14.7,26.0390625
2048,Montgomery,0.00015740000526420772,14.2,26.0390625
2048,Barrett,1.0799994925037026e-05,13.8,26.0390625
2048,Montgomery,1.6600009985268116e-05,13.6,26.0390625
2048,Barrett,1.200000406242907e-05,14.0,26.0390625
2048,Montgomery,1.7000013031065464e-05,16.0,26.0390625
2048,Barrett,1.1200027074664831e-05,13.3,26.0390625
2048,Montgomery,1.6000005416572094e-05,13.4,26.0390625
2048,Barrett,1.889999839477241e-05,13.5,26.0390625
2048,Montgomery,2.0500010577961802e-05,15.3,26.04296875
2048,Barrett,1.6799982404336333e-05,13.1,26.046875
2048,Montgomery,1.9800005247816443e-05,15.1,26.046875
2048,Barrett,1.3500015484169126e-05,15.9,26.046875
2048,Montgomery,2.720000338740647e-05,15.2,26.046875
2048,Barrett,1.0600022505968809e-05,13.8,26.046875
2048,Montgomery,1.6299978597089648e-05,14.8,26.046875
2048,Barrett,1.1099997209385037e-05,16.2,26.046875
2048,Montgomery,1.6200006939470768e-05,14.3,26.046875
2048,Barrett,1.170000177808106e-05,13.7,26.046875
2048,Montgomery,1.6499980119988322e-05,13.7,26.046875
2048,Barrett,1.7799990018829703e-05,13.3,26.046875
2048,Montgomery,1.990000600926578e-05,15.9,26.046875
2048,Barrett,1.7300015315413475e-05,13.5,26.046875
2048,Montgomery,1.920000067912042e-05,14.7,26.046875
2048,Barrett,1.069999416358769e-05,14.8,26.046875
2048,Montgomery,1.6400008462369442e-05,13.9,26.046875
2048,Barrett,2.6900001103058457e-05,16.5,26.046875
2048,Montgomery,3.580001066438854e-05,14.0,26.046875
2048,Barrett,1.2500007869675756e-05,16.1,26.046875
2048,Montgomery,1.6499980119988322e-05,13.3,26.046875
2048,Barrett,1.1600001016631722e-05,16.2,26.046875
2048,Montgomery,1.7200014553964138e-05,14.0,26.046875
2048,Barrett,1.0499992640689015e-05,14.0,26.046875
2048,Montgomery,1.610000617802143e-05,15.3,26.046875
2048,Barrett,2.030000905506313e-05,13.4,26.046875
2048,Montgomery,2.9799994081258774e-05,13.5,26.046875
2048,Barrett,2.139998832717538e-05,15.1,26.046875
2048,Montgomery,1.6200006939470768e-05,15.5,26.046875
2048,Barrett,1.1199997970834374e-05,15.1,26.046875
2048,Montgomery,1.71000137925148e-05,15.2,26.046875
2048,Barrett,1.1099997209385037e-05,12.9,26.046875
2048,Montgomery,1.6300007700920105e-05,13.0,26.046875
2048,Barrett,1.0499992640689015e-05,13.9,26.046875
2048,Montgomery,1.659998088143766e-05,14.9,26.046875
2048,Barrett,1.1500000255182385e-05,16.0,26.046875
2048,Montgomery,1.7600017599761486e-05,13.6,26.046875
2048,Barrett,1.069999416358769e-05,13.9,26.046875
2048,Montgomery,1.6600009985268116e-05,14.6,26.046875
2048,Barrett,1.1299998732283711e-05,14.6,26.03125
2048,Montgomery,1.6400008462369442e-05,19.8,26.03125
2048,Barrett,1.1199997970834374e-05,13.8,26.03125
2048,Montgomery,1.7299986211583018e-05,13.4,26.03125
2048,Barrett,1.1399999493733048e-05,16.3,26.03515625
2048,Montgomery,1.6399979358538985e-05,14.5,26.03515625
2048,Barrett,1.0499992640689015e-05,15.3,26.03515625
2048,Montgomery,1.610000617802143e-05,14.7,26.03515625
2048,Barrett,1.1299998732283711e-05,14.1,26.03515625
2048,Montgomery,1.7000013031065464e-05,14.5,26.03515625
2048,Barrett,1.1600001016631722e-05,13.7,26.03515625
2048,Montgomery,1.750001683831215e-05,15.4,26.03515625
2048,Barrett,1.71000137925148e-05,13.8,26.03515625
2048,Montgomery,1.960000372491777e-05,13.8,26.03515625
2048,Barrett,1.6499980119988322e-05,14.3,26.0390625
2048,Montgomery,2.6699999580159783e-05,14.7,26.0390625
2048,Barrett,1.1899974197149277e-05,15.5,26.0390625
2048,Montgomery,1.6700010746717453e-05,17.6,26.0390625
2048,Barrett,1.1399999493733048e-05,13.7,26.0390625
2048,Montgomery,1.7300015315413475e-05,13.0,26.0390625
2048,Barrett,1.2299977242946625e-05,13.1,26.0390625
2048,Montgomery,1.750001683831215e-05,13.6,26.0390625
2048,Barrett,1.610000617802143e-05,13.5,26.0390625
2048,Montgomery,1.9800005247816443e-05,16.0,26.0390625
2048,Barrett,1.09999964479357e-05,14.3,26.0390625
2048,Montgomery,1.7099984688684344e-05,13.1,26.0390625
2048,Barrett,1.1199997970834374e-05,13.9,26.0390625
2048,Montgomery,1.8000020645558834e-05,14.6,26.0390625
2048,Barrett,1.0199990356341004e-05,16.3,26.0390625
2048,Montgomery,1.650000922381878e-05,13.7,26.0390625
2048,Barrett,1.300001167692244e-05,14.2,26.0390625
2048,Montgomery,1.999997766688466e-05,15.1,26.0390625
2048,Barrett,1.0599993402138352e-05,13.4,26.0390625
2048,Montgomery,1.6400008462369442e-05,16.0,26.0390625
2048,Barrett,1.1600001016631722e-05,15.9,26.0390625
2048,Montgomery,2.269999822601676e-05,13.9,26.0390625
2048,Barrett,1.0399991879239678e-05,14.9,26.0390625
2048,Montgomery,1.6300007700920105e-05,14.2,26.0390625
2048,Barrett,1.7900019884109497e-05,14.1,26.0390625
2048,Montgomery,1.9800005247816443e-05,17.0,26.0390625
2048,Barrett,1.069999416358769e-05,13.9,26.0390625
2048,Montgomery,1.7200014553964138e-05,14.8,26.0390625
2048,Barrett,9.499985026195645e-06,13.6,26.0390625
2048,Montgomery,1.6300007700920105e-05,13.0,26.0390625
2048,Barrett,1.1199997970834374e-05,16.5,26.0390625
2048,Montgomery,1.6700010746717453e-05,14.6,26.0390625
2048,Barrett,1.0599993402138352e-05,14.8,26.0390625
2048,Montgomery,1.8000020645558834e-05,13.9,26.0390625
2048,Barrett,9.899988071992993e-06,13.8,26.0390625
2048,Montgomery,1.7600017599761486e-05,15.4,26.04296875
2048,Barrett,1.0599993402138352e-05,16.6,26.04296875
2048,Montgomery,1.6700010746717453e-05,13.3,26.04296875
2048,Barrett,1.170000177808106e-05,13.6,26.04296875
2048,Montgomery,1.810002140700817e-05,14.4,26.04296875
2048,Barrett,1.1500000255182385e-05,14.0,26.04296875
2048,Montgomery,1.6900012269616127e-05,15.5,26.04296875
2048,Barrett,1.0099989594891667e-05,13.9,26.04296875
2048,Montgomery,1.610000617802143e-05,14.8,26.04296875
2048,Barrett,1.2999982573091984e-05,13.5,26.04296875
2048,Montgomery,1.7900019884109497e-05,14.1,26.04296875
2048,Barrett,9.99998883344233e-06,14.0,26.04296875
2048,Montgomery,1.5400000847876072e-05,15.7,26.04296875
2048,Barrett,1.2699980288743973e-05,15.0,26.04296875
2048,Montgomery,3.480000304989517e-05,14.9,26.04296875
2048,Barrett,1.1199997970834374e-05,14.0,26.046875
2048,Montgomery,1.689998316578567e-05,14.2,26.046875
2048,Barrett,1.0599993402138352e-05,13.3,26.046875
2048,Montgomery,1.6700010746717453e-05,16.0,26.046875
2048,Barrett,1.0299991117790341e-05,15.4,26.046875
2048,Montgomery,1.6200006939470768e-05,14.9,26.046875
2048,Barrett,1.170000177808106e-05,14.3,26.046875
2048,Montgomery,1.759998849593103e-05,15.8,26.046875
2048,Barrett,1.0499992640689015e-05,17.1,26.046875
2048,Montgomery,1.680001150816679e-05,14.7,26.046875
2048,Barrett,1.889999839477241e-05,13.7,26.046875
2048,Montgomery,3.0099996365606785e-05,13.4,26.046875
2048,Barrett,1.200000406242907e-05,14.4,26.046875
2048,Montgomery,1.7799990018829703e-05,14.6,26.046875
2048,Barrett,1.1800002539530396e-05,17.9,26.046875
2048,Montgomery,1.6699981642886996e-05,15.2,26.046875
2048,Barrett,9.899988071992993e-06,14.2,26.046875
2048,Montgomery,1.6300007700920105e-05,14.2,26.046875
2048,Barrett,1.610000617802143e-05,15.4,26.046875
2048,Montgomery,3.579998156055808e-05,14.5,26.046875
2048,Barrett,1.2300006346777081e-05,15.6,26.046875
2048,Montgomery,1.659998088143766e-05,15.1,26.046875
2048,Barrett,1.270000939257443e-05,14.9,26.046875
2048,Montgomery,1.759998849593103e-05,14.1,26.046875
2048,Barrett,1.4399993233382702e-05,14.1,26.05078125
2048,Montgomery,1.829999382607639e-05,17.2,26.05078125
2048,Barrett,1.200000406242907e-05,13.9,26.05078125
2048,Montgomery,1.6999983927235007e-05,15.0,26.05078125
2048,Barrett,1.1500000255182385e-05,13.7,26.05078125
2048,Montgomery,1.71000137925148e-05,14.5,26.05078125
2048,Barrett,1.0099989594891667e-05,15.5,26.05078125
2048,Montgomery,1.6300007700920105e-05,14.1,26.05078125
2048,Barrett,1.0899995686486363e-05,14.6,26.05078125
2048,Montgomery,1.6700010746717453e-05,14.3,26.05078125
2048,Barrett,1.200000406242907e-05,13.9,26.05078125
2048,Montgomery,1.719998545013368e-05,15.4,26.05078125
2048,Barrett,1.1500000255182385e-05,15.4,26.05078125
2048,Montgomery,1.6400008462369442e-05,14.4,26.05078125
2048,Barrett,1.2600008631125093e-05,13.6,26.05078125
2048,Montgomery,1.7200014553964138e-05,14.8,26.05078125
2048,Barrett,1.1299998732283711e-05,14.0,26.05078125
2048,Montgomery,1.6600009985268116e-05,15.6,26.05078125
2048,Barrett,1.2499978765845299e-05,13.9,26.05078125
2048,Montgomery,1.7600017599761486e-05,13.6,26.05078125
2048,Barrett,1.0400020983070135e-05,15.2,26.05078125
2048,Montgomery,1.5700003132224083e-05,12.8,26.05078125
2048,Barrett,1.0899995686486363e-05,18.3,26.05078125
2048,Montgomery,1.6600009985268116e-05,14.8,26.05078125
2048,Barrett,1.0499992640689015e-05,14.8,26.05078125
2048,Montgomery,1.5900004655122757e-05,13.6,26.05078125
2048,Barrett,1.1099997209385037e-05,13.9,26.05078125
2048,Montgomery,1.610000617802143e-05,16.2,26.05078125
