Bit Width,Algorithm,Execution Time,CPU Usage,Memory Usage
4096,Barrett,2.11E-05,17.3,26.24609375
4096,Montgomery,6.43E-05,16.7,26.24609375
4096,Barrett,3.59E-05,14.7,26.24609375
4096,Montgomery,7.66E-05,16.4,26.24609375
4096,Barrett,3.17E-05,15.3,26.24609375
4096,Montgomery,6.38E-05,15.7,26.24609375
4096,Barrett,9.25E-05,17.6,26.24609375
4096,Montgomery,8.77E-05,16.2,26.24609375
4096,Barrett,2.02E-05,17.1,26.24609375
4096,Montgomery,4.50E-05,14.8,26.24609375
4096,Barrett,2.56E-05,14,26.24609375
4096,Montgomery,4.93E-05,15.1,26.24609375
4096,Barrett,3.54E-05,16.7,26.24609375
4096,Montgomery,5.85E-05,16.5,26.24609375
4096,Barrett,1.93E-05,16.5,26.24609375
4096,Montgomery,4.44E-05,15,26.24609375
4096,Barrett,2.42E-05,16.4,26.24609375
4096,Montgomery,4.83E-05,15.3,26.25
4096,Barrett,1.98E-05,15.8,26.25390625
4096,Montgomery,4.44E-05,17.3,26.25390625
4096,Barrett,2.10E-05,18,26.25390625
4096,Montgomery,4.57E-05,14.6,26.25390625
4096,Barrett,2.84E-05,14.3,26.25390625
4096,Montgomery,4.83E-05,15.3,26.25390625
4096,Barrett,7.27E-05,16.6,26.25390625
4096,Montgomery,6.25E-05,16.2,26.25390625
4096,Barrett,2.08E-05,16.4,26.25390625
4096,Montgomery,4.86E-05,14.7,26.25390625
4096,Barrett,2.46E-05,13.6,26.25390625
4096,Montgomery,4.94E-05,15,26.25390625
4096,Barrett,2.24E-05,15.7,26.25390625
4096,Montgomery,4.94E-05,16.9,26.25390625
4096,Barrett,3.44E-05,18.6,26.25390625
4096,Montgomery,6.52E-05,16.9,26.25390625
4096,Barrett,2.43E-05,14.3,26.25390625
4096,Montgomery,4.81E-05,17.6,26.25390625
4096,Barrett,3.13E-05,16.1,26.25390625
4096,Montgomery,8.26E-05,18,26.25390625
4096,Barrett,3.65E-05,18.6,26.25390625
4096,Montgomery,6.84E-05,15.9,26.25390625
4096,Barrett,2.15E-05,14.1,26.25390625
4096,Montgomery,4.77E-05,14.7,26.25390625
4096,Barrett,2.35E-05,12.9,26.25390625
4096,Montgomery,4.77E-05,13.1,26.25390625
4096,Barrett,2.13E-05,13.2,26.25390625
4096,Montgomery,4.82E-05,16.4,26.25390625
4096,Barrett,2.56E-05,16.8,26.25390625
4096,Montgomery,4.94E-05,15.7,26.25390625
4096,Barrett,2.75E-05,16.4,26.25390625
4096,Montgomery,6.53E-05,15,26.25390625
4096,Barrett,3.02E-05,16.5,26.25390625
4096,Montgomery,6.46E-05,18,26.25390625
4096,Barrett,2.07E-05,15.3,26.25390625
4096,Montgomery,4.56E-05,17.2,26.25390625
4096,Barrett,2.21E-05,16.3,26.25390625
4096,Montgomery,4.75E-05,16,26.25390625
4096,Barrett,2.19E-05,17.1,26.25390625
4096,Montgomery,4.76E-05,16,26.25390625
4096,Barrett,2.43E-05,15.3,26.25390625
4096,Montgomery,4.81E-05,14.4,26.25390625
4096,Barrett,2.41E-05,17.1,26.2578125
4096,Montgomery,4.64E-05,14.9,26.2578125
4096,Barrett,2.92E-05,18.9,26.2578125
4096,Montgomery,6.73E-05,14,26.2578125
4096,Barrett,2.04E-05,16.8,26.2578125
4096,Montgomery,4.68E-05,16.8,26.2578125
4096,Barrett,2.23E-05,15.6,26.2578125
4096,Montgomery,4.54E-05,15.1,26.2578125
4096,Barrett,3.02E-05,16.6,26.2578125
4096,Montgomery,6.75E-05,16.1,26.2578125
4096,Barrett,2.25E-05,16.5,26.26171875
4096,Montgomery,4.69E-05,17,26.26171875
4096,Barrett,2.34E-05,15,26.26171875
4096,Montgomery,4.79E-05,15.3,26.26171875
4096,Barrett,2.70E-05,15.2,26.26171875
4096,Montgomery,6.06E-05,18.9,26.26171875
4096,Barrett,1.76E-05,16.3,26.26171875
4096,Montgomery,4.39E-05,15.9,26.26171875
4096,Barrett,1.73E-05,14.1,26.26171875
4096,Montgomery,4.30E-05,14.5,26.26171875
4096,Barrett,2.23E-05,18.3,26.26171875
4096,Montgomery,4.72E-05,18.6,26.26171875
4096,Barrett,2.80E-05,16.6,26.26171875
4096,Montgomery,5.02E-05,14.3,26.26171875
4096,Barrett,2.78E-05,15.4,26.26171875
4096,Montgomery,8.00E-05,14.7,26.26171875
4096,Barrett,3.36E-05,17.6,26.26171875
4096,Montgomery,8.00E-05,17,26.26171875
4096,Barrett,2.64E-05,17.6,26.26171875
4096,Montgomery,4.98E-05,17.2,26.26171875
4096,Barrett,3.24E-05,18.3,26.26171875
4096,Montgomery,6.04E-05,16.8,26.26171875
4096,Barrett,2.32E-05,16.7,26.26171875
4096,Montgomery,4.65E-05,16.7,26.26171875
4096,Barrett,1.70E-05,15.9,26.26171875
4096,Montgomery,4.30E-05,16,26.26171875
4096,Barrett,2.04E-05,14.1,26.26171875
4096,Montgomery,4.69E-05,17.3,26.26171875
4096,Barrett,1.59E-05,15.3,26.27734375
4096,Montgomery,4.18E-05,14.9,26.28125
4096,Barrett,2.41E-05,14.3,26.28125
4096,Montgomery,4.72E-05,14,26.28125
4096,Barrett,4.03E-05,14.9,26.28515625
4096,Montgomery,7.57E-05,14.9,26.28515625
4096,Barrett,1.70E-05,17.9,26.28515625
4096,Montgomery,4.46E-05,18.4,26.28515625
4096,Barrett,2.40E-05,21.8,26.28515625
4096,Montgomery,4.82E-05,21.1,26.30859375
4096,Barrett,3.29E-05,23.2,26.30859375
4096,Montgomery,7.77E-05,21.5,26.30859375
4096,Barrett,2.35E-05,23.4,26.30859375
4096,Montgomery,4.74E-05,28.6,26.30859375
4096,Barrett,3.68E-05,38.2,26.30859375
4096,Montgomery,8.11E-05,33.5,26.30859375
4096,Barrett,3.62E-05,33.6,26.30859375
4096,Montgomery,7.52E-05,30.6,26.30859375
