Bit Width (bits),Algorithm,Execution Time (ms),CPU Usage (%),Memory Usage (MiB)
512,Barrett,0.00790000194683671,14.8,26.5
512,Montgomery,0.005699985194951296,13.3,26.5
512,Barrett,0.008300004992634058,15.8,26.5
512,Montgomery,0.005600013537332416,13.4,26.5
512,Barrett,0.008500006515532732,13.2,26.5
512,Montgomery,0.006099988240748644,15.2,26.5
512,Barrett,0.007299997378140688,15.6,26.5
512,Montgomery,0.0053000112529844046,18.7,26.5
512,Barrett,0.006999995093792677,13.6,26.5
512,Montgomery,0.005199981387704611,14.8,26.5
512,Barrett,0.007199996616691351,13.0,26.5
512,Montgomery,0.005600013537332416,14.4,26.5
512,Barrett,0.008000002708286047,16.2,26.5
512,Montgomery,0.0051000097300857306,15.0,26.5
512,Barrett,0.009099981980398296,14.6,26.5
512,Montgomery,0.00580001506023109,13.9,26.5
512,Barrett,0.007399998139590025,13.8,26.5
512,Montgomery,0.005999987479299307,15.3,26.5
512,Barrett,0.007599999662488699,13.8,26.5
512,Montgomery,0.005600013537332416,16.4,26.5
512,Barrett,0.00790000194683671,13.0,26.5
512,Montgomery,0.005200010491535068,13.9,26.5
512,Barrett,0.007399998139590025,15.4,26.5
512,Montgomery,0.005299982149153948,14.7,26.5
512,Barrett,0.009299983503296971,13.9,26.5
512,Montgomery,0.006000016583129764,13.7,26.5
512,Barrett,0.008500006515532732,15.0,26.50390625
512,Montgomery,0.006100017344579101,13.5,26.50390625
512,Barrett,0.008000002708286047,15.7,26.50390625
512,Montgomery,0.00580001506023109,13.8,26.5078125
512,Barrett,0.008200004231184721,14.0,26.5078125
512,Montgomery,0.006200018106028438,14.6,26.5078125
512,Barrett,0.007000024197623134,14.9,26.5078125
512,Montgomery,0.005399982910603285,14.6,26.5078125
512,Barrett,0.007399998139590025,13.1,26.5078125
512,Montgomery,0.005200010491535068,14.2,26.5078125
512,Barrett,0.007499998901039362,13.9,26.5078125
512,Montgomery,0.005700014298781753,14.9,26.5078125
512,Barrett,0.00790000194683671,17.0,26.5078125
512,Montgomery,0.005599984433501959,12.9,26.5078125
512,Barrett,0.008300004992634058,13.5,26.5078125
512,Montgomery,0.006299989763647318,14.6,26.5078125
512,Barrett,0.007499998901039362,13.9,26.5078125
512,Montgomery,0.005400012014433742,14.1,26.5078125
512,Barrett,0.008700008038431406,15.7,26.5078125
512,Montgomery,0.005499983672052622,14.1,26.5078125
512,Barrett,0.008399976650252938,14.6,26.5078125
512,Montgomery,0.006000016583129764,13.8,26.5078125
512,Barrett,0.01279998105019331,13.2,26.5078125
512,Montgomery,0.007800001185387373,14.3,26.5078125
512,Barrett,0.008300004992634058,15.5,26.5078125
512,Montgomery,0.005299982149153948,13.9,26.5078125
512,Barrett,0.007599999662488699,14.2,26.5078125
512,Montgomery,0.004700006684288383,13.9,26.5078125
512,Barrett,0.007299997378140688,18.8,26.5078125
512,Montgomery,0.005400012014433742,14.1,26.5078125
512,Barrett,0.008799979696050286,23.3,26.5078125
512,Montgomery,0.006100017344579101,18.1,26.5078125
512,Barrett,0.007100024959072471,17.9,26.5078125
512,Montgomery,0.006200018106028438,12.5,26.5078125
512,Barrett,0.007499998901039362,16.1,26.5078125
512,Montgomery,0.005499983672052622,14.1,26.5078125
512,Barrett,0.007299997378140688,14.4,26.5078125
512,Montgomery,0.006999995093792677,13.8,26.5078125
512,Barrett,0.007500028004869819,14.4,26.5078125
512,Montgomery,0.005199981387704611,15.9,26.5078125
512,Barrett,0.007800001185387373,12.5,26.5078125
512,Montgomery,0.006100017344579101,14.1,26.5078125
512,Barrett,0.006500020390376449,15.7,26.51171875
512,Montgomery,0.005499983672052622,14.0,26.51171875
512,Barrett,0.007599999662488699,15.7,26.51171875
512,Montgomery,0.005499983672052622,16.4,26.51171875
1024,Barrett,0.008600007276982069,13.9,26.5234375
1024,Montgomery,0.01300001167692244,13.6,26.5234375
1024,Barrett,0.007700000423938036,13.2,26.5234375
1024,Montgomery,0.010899995686486363,13.7,26.5234375
1024,Barrett,0.010799994925037026,16.0,26.5234375
1024,Montgomery,0.013500015484169126,13.9,26.5234375
1024,Barrett,0.009099981980398296,13.1,26.52734375
1024,Montgomery,0.009300012607127428,14.2,26.52734375
1024,Barrett,0.008000002708286047,13.6,26.52734375
1024,Montgomery,0.009000010322779417,14.4,26.52734375
1024,Barrett,0.016300007700920105,16.2,26.52734375
1024,Montgomery,0.008600007276982069,13.4,26.52734375
1024,Barrett,0.019400002202019092,14.5,26.52734375
1024,Montgomery,0.01020001946017146,14.6,26.52734375
1024,Barrett,0.006799993570894003,14.4,26.52734375
1024,Montgomery,0.008300004992634058,14.0,26.52734375
1024,Barrett,0.008899980457499623,16.0,26.52734375
1024,Montgomery,0.009500014130026102,13.2,26.52734375
1024,Barrett,0.007099995855242014,16.1,26.52734375
1024,Montgomery,0.008200004231184721,17.5,26.52734375
1024,Barrett,0.008300004992634058,20.3,25.96875
1024,Montgomery,0.008200004231184721,21.8,25.96875
1024,Barrett,0.008700008038431406,14.0,25.96875
1024,Montgomery,0.00899998121894896,13.4,25.96875
1024,Barrett,0.007099995855242014,13.8,25.96875
1024,Montgomery,0.008400005754083395,15.1,25.96875
1024,Barrett,0.008600007276982069,16.8,25.96875
1024,Montgomery,0.009099981980398296,16.4,25.96875
1024,Barrett,0.007299997378140688,16.1,25.96875
1024,Montgomery,0.008800008799880743,15.6,25.96875
1024,Barrett,0.007700000423938036,13.4,25.96875
1024,Montgomery,0.00790000194683671,15.1,25.96875
1024,Barrett,0.008300004992634058,13.0,25.96875
1024,Montgomery,0.00869997893460095,15.6,25.96875
1024,Barrett,0.008100003469735384,13.7,25.96875
1024,Montgomery,0.008599978173151612,13.8,25.96875
1024,Barrett,0.007700000423938036,13.7,25.96875
1024,Montgomery,0.008000002708286047,15.2,25.96875
1024,Barrett,0.008300004992634058,13.5,25.96875
1024,Montgomery,0.009099981980398296,15.3,25.97265625
1024,Barrett,0.006999995093792677,13.9,25.97265625
1024,Montgomery,0.007700000423938036,13.7,25.97265625
1024,Barrett,0.008200004231184721,20.5,25.97265625
1024,Montgomery,0.008700008038431406,15.0,25.97265625
1024,Barrett,0.008100003469735384,13.3,25.97265625
1024,Montgomery,0.008200004231184721,14.6,25.97265625
1024,Barrett,0.007700000423938036,13.9,25.97265625
1024,Montgomery,0.008899980457499623,13.9,25.97265625
1024,Barrett,0.007299997378140688,17.2,25.97265625
1024,Montgomery,0.008300004992634058,15.5,25.97265625
1024,Barrett,0.007399998139590025,13.7,25.97265625
1024,Montgomery,0.008400005754083395,15.6,25.97265625
1024,Barrett,0.008000002708286047,17.3,25.97265625
1024,Montgomery,0.00869997893460095,15.7,25.97265625
1024,Barrett,0.007199996616691351,13.7,25.97265625
1024,Montgomery,0.008200004231184721,13.7,25.97265625
1024,Barrett,0.008000002708286047,14.6,25.9765625
1024,Montgomery,0.008000002708286047,14.9,25.9765625
1024,Barrett,0.016400008462369442,15.6,25.9765625
1024,Montgomery,0.01580000389367342,13.7,25.9765625
1024,Barrett,0.00689999433234334,13.3,25.9765625
1024,Montgomery,0.008000002708286047,14.2,25.9765625
1024,Barrett,0.007499998901039362,14.1,25.9765625
1024,Montgomery,0.007499998901039362,13.8,25.9765625
1024,Barrett,0.012600008631125093,15.9,25.9765625
1024,Montgomery,0.01069999416358769,14.2,25.9765625
1024,Barrett,0.006199989002197981,14.6,25.9765625
1024,Montgomery,0.007299997378140688,15.0,25.9765625
1024,Barrett,0.007700000423938036,13.4,25.9765625
1024,Montgomery,0.008100003469735384,14.9,25.9765625
1024,Barrett,0.007700000423938036,13.8,25.9765625
1024,Montgomery,0.009000010322779417,13.6,25.9765625
1024,Barrett,0.007099995855242014,14.5,25.9765625
1024,Montgomery,0.007499998901039362,14.4,25.9765625
1024,Barrett,0.008599978173151612,13.9,25.9765625
1024,Montgomery,0.00890000956133008,16.0,25.9765625
1024,Barrett,0.007800001185387373,13.9,25.9765625
1024,Montgomery,0.008200004231184721,17.9,25.9765625
1024,Barrett,0.008100003469735384,17.6,25.9765625
1024,Montgomery,0.009100011084228754,15.4,25.9765625
1024,Barrett,0.007199996616691351,19.3,25.9765625
1024,Montgomery,0.008500006515532732,18.9,25.9765625
1024,Barrett,0.029199989512562752,13.5,25.98046875
1024,Montgomery,0.013999990187585354,13.8,25.98046875
1024,Barrett,0.007499998901039362,15.6,25.98046875
1024,Montgomery,0.007700000423938036,14.3,25.98046875
1024,Barrett,0.007700000423938036,15.3,25.98046875
1024,Montgomery,0.008700008038431406,13.8,25.98046875
1024,Barrett,0.008700008038431406,13.9,25.98046875
1024,Montgomery,0.009400013368576763,15.3,25.98046875
1024,Barrett,0.007399998139590025,14.3,25.98046875
1024,Montgomery,0.00790000194683671,15.0,25.98046875
1024,Barrett,0.007800001185387373,16.1,25.98046875
1024,Montgomery,0.008100003469735384,14.7,25.98046875
1024,Barrett,0.007800001185387373,13.9,25.98046875
1024,Montgomery,0.008000002708286047,13.7,25.98046875
1024,Barrett,0.007599999662488699,14.4,25.98046875
1024,Montgomery,0.008200004231184721,16.4,25.98046875
1024,Barrett,0.00680002267472446,14.1,25.98046875
1024,Montgomery,0.007199996616691351,13.7,25.98046875
1024,Barrett,0.011899974197149277,13.5,25.98046875
1024,Montgomery,0.00990001717582345,13.8,25.98046875
1024,Barrett,0.008000002708286047,15.9,25.98046875
1024,Montgomery,0.008499977411702275,14.6,25.98046875
1024,Barrett,0.006499991286545992,13.8,25.98046875
1024,Montgomery,0.00790000194683671,14.7,25.98046875
1024,Barrett,0.01930000144056976,19.1,25.984375
1024,Montgomery,0.016200006939470768,15.4,25.984375
1024,Barrett,0.013899989426136017,14.5,25.984375
1024,Montgomery,0.029300019377842546,16.6,25.984375
1024,Barrett,0.007700000423938036,16.3,25.984375
1024,Montgomery,0.00790000194683671,13.9,25.984375
1024,Barrett,0.008600007276982069,14.5,25.984375
1024,Montgomery,0.007599999662488699,15.9,25.984375
1024,Barrett,0.008100003469735384,15.0,25.984375
1024,Montgomery,0.008400005754083395,13.0,25.984375
1024,Barrett,0.007299997378140688,13.5,25.984375
1024,Montgomery,0.007800001185387373,13.8,25.984375
1024,Barrett,0.007199996616691351,14.9,25.984375
1024,Montgomery,0.007599999662488699,14.7,25.984375
1024,Barrett,0.012800010154023768,16.6,25.984375
1024,Montgomery,0.010599993402138352,14.2,25.984375
1024,Barrett,0.007199996616691351,14.2,25.984375
1024,Montgomery,0.008200004231184721,14.9,25.984375
1024,Barrett,0.007700000423938036,14.2,25.984375
1024,Montgomery,0.00869997893460095,16.5,25.984375
1024,Barrett,0.007700000423938036,14.5,25.984375
1024,Montgomery,0.008400005754083395,20.5,25.98828125
1024,Barrett,0.007199996616691351,21.9,25.98828125
1024,Montgomery,0.007299997378140688,20.6,25.98828125
1024,Barrett,0.008200004231184721,22.0,25.98828125
1024,Montgomery,0.008400005754083395,31.4,25.98828125
1024,Barrett,0.008300004992634058,27.7,25.98828125
1024,Montgomery,0.008600007276982069,32.0,25.98828125
1024,Barrett,0.006999995093792677,28.7,25.98828125
1024,Montgomery,0.008300004992634058,29.7,25.98828125
1024,Barrett,0.011399999493733048,23.3,25.98828125
1024,Montgomery,0.01200000406242907,25.6,25.98828125
1024,Barrett,0.007299997378140688,24.6,25.98828125
1024,Montgomery,0.007800001185387373,22.6,25.98828125
1024,Barrett,0.006299989763647318,20.6,25.98828125
1024,Montgomery,0.007199996616691351,13.7,25.98828125
1024,Barrett,0.007099995855242014,13.8,25.98828125
1024,Montgomery,0.008000002708286047,14.2,25.98828125
1024,Barrett,0.00969998654909432,14.0,25.98828125
1024,Montgomery,0.009300012607127428,18.5,25.98828125
1024,Barrett,0.006999995093792677,13.7,25.98828125
1024,Montgomery,0.008100003469735384,14.7,25.98828125
1024,Barrett,0.007499998901039362,14.3,25.98828125
1024,Montgomery,0.00790000194683671,14.5,25.98828125
1024,Barrett,0.007499998901039362,17.1,25.98828125
1024,Montgomery,0.00790000194683671,13.6,25.98828125
1024,Barrett,0.00790000194683671,14.9,25.98828125
1024,Montgomery,0.008400005754083395,14.0,25.98828125
1024,Barrett,0.00689999433234334,13.9,26.00390625
1024,Montgomery,0.007299997378140688,16.6,26.00390625
1024,Barrett,0.030499999411404133,15.6,26.00390625
1024,Montgomery,0.018099992303177714,15.0,26.00390625
1024,Barrett,0.008400005754083395,16.8,26.0078125
1024,Montgomery,0.008300004992634058,15.6,26.0078125
1024,Barrett,0.00799997360445559,14.5,26.0078125
1024,Montgomery,0.00890000956133008,14.6,26.0078125
1024,Barrett,0.007399998139590025,14.9,26.0078125
1024,Montgomery,0.008000002708286047,15.3,26.0078125
1024,Barrett,0.01200000406242907,12.9,26.0078125
1024,Montgomery,0.010000017937272789,13.5,26.0078125
1024,Barrett,0.008200004231184721,13.7,26.01171875
1024,Montgomery,0.008700008038431406,15.4,26.01171875
1024,Barrett,0.007299997378140688,13.7,26.01171875
1024,Montgomery,0.008600007276982069,15.8,26.01171875
1024,Barrett,0.008300004992634058,14.6,26.01171875
1024,Montgomery,0.007800001185387373,14.4,26.01171875
1024,Barrett,0.008200004231184721,14.1,26.01171875
1024,Montgomery,0.008300004992634058,16.1,26.01171875
1024,Barrett,0.007700000423938036,13.8,26.01171875
1024,Montgomery,0.007700000423938036,14.4,26.01171875
1024,Barrett,0.009799987310543656,13.1,26.01171875
1024,Montgomery,0.010199990356341004,13.7,26.01171875
1024,Barrett,0.008700008038431406,14.1,26.01171875
1024,Montgomery,0.00799997360445559,15.9,26.01171875
1024,Barrett,0.014900026144459844,14.3,26.01171875
1024,Montgomery,0.02309997216798365,13.3,26.01171875
1024,Barrett,0.008399976650252938,13.3,26.01171875
1024,Montgomery,0.008100003469735384,15.6,26.01171875
1024,Barrett,0.00689999433234334,16.6,26.01171875
1024,Montgomery,0.007700000423938036,13.3,26.01171875
1024,Barrett,0.008300004992634058,16.8,26.01171875
1024,Montgomery,0.00890000956133008,13.6,26.01171875
1024,Barrett,0.007000024197623134,13.8,26.01171875
1024,Montgomery,0.008099974365904927,15.5,26.01171875
1024,Barrett,0.008000002708286047,14.1,26.01171875
1024,Montgomery,0.008799979696050286,13.8,26.01171875
1024,Barrett,0.006999995093792677,15.5,26.01171875
1024,Montgomery,0.008000002708286047,14.3,26.01171875
1024,Barrett,0.008400005754083395,14.6,26.01171875
1024,Montgomery,0.008399976650252938,14.7,26.01171875
1024,Barrett,0.009499985026195644,14.3,26.01171875
1024,Montgomery,0.008800008799880743,13.4,26.01171875
1024,Barrett,0.008200004231184721,15.6,26.01171875
1024,Montgomery,0.00899998121894896,15.9,26.01171875
2048,Barrett,0.21660001948469998,14.7,26.0390625
2048,Montgomery,0.1574000052642,14.2,26.0390625
2048,Barrett,0.010799994925037026,13.8,26.0390625
2048,Montgomery,0.016600009985268116,13.6,26.0390625
2048,Barrett,0.01200000406242907,14.0,26.0390625
2048,Montgomery,0.017000013031065464,16.0,26.0390625
2048,Barrett,0.011200027074664831,13.3,26.0390625
2048,Montgomery,0.016000005416572094,13.4,26.0390625
2048,Barrett,0.01889999839477241,13.5,26.0390625
2048,Montgomery,0.0205000105779618,15.3,26.04296875
2048,Barrett,0.016799982404336333,13.1,26.046875
2048,Montgomery,0.019800005247816443,15.1,26.046875
2048,Barrett,0.013500015484169126,15.9,26.046875
2048,Montgomery,0.02720000338740647,15.2,26.046875
2048,Barrett,0.010600022505968807,13.8,26.046875
2048,Montgomery,0.016299978597089648,14.8,26.046875
2048,Barrett,0.011099997209385036,16.2,26.046875
2048,Montgomery,0.016200006939470768,14.3,26.046875
2048,Barrett,0.01170000177808106,13.7,26.046875
2048,Montgomery,0.016499980119988322,13.7,26.046875
2048,Barrett,0.017799990018829703,13.3,26.046875
2048,Montgomery,0.01990000600926578,15.9,26.046875
2048,Barrett,0.017300015315413475,13.5,26.046875
2048,Montgomery,0.01920000067912042,14.7,26.046875
2048,Barrett,0.01069999416358769,14.8,26.046875
2048,Montgomery,0.016400008462369442,13.9,26.046875
2048,Barrett,0.026900001103058457,16.5,26.046875
2048,Montgomery,0.03580001066438854,14.0,26.046875
2048,Barrett,0.012500007869675756,16.1,26.046875
2048,Montgomery,0.016499980119988322,13.3,26.046875
2048,Barrett,0.011600001016631722,16.2,26.046875
2048,Montgomery,0.017200014553964138,14.0,26.046875
2048,Barrett,0.010499992640689015,14.0,26.046875
2048,Montgomery,0.01610000617802143,15.3,26.046875
2048,Barrett,0.02030000905506313,13.4,26.046875
2048,Montgomery,0.02979999408125877,13.5,26.046875
2048,Barrett,0.02139998832717538,15.1,26.046875
2048,Montgomery,0.016200006939470768,15.5,26.046875
2048,Barrett,0.011199997970834374,15.1,26.046875
2048,Montgomery,0.0171000137925148,15.2,26.046875
2048,Barrett,0.011099997209385036,12.9,26.046875
2048,Montgomery,0.016300007700920105,13.0,26.046875
2048,Barrett,0.010499992640689015,13.9,26.046875
2048,Montgomery,0.01659998088143766,14.9,26.046875
2048,Barrett,0.011500000255182384,16.0,26.046875
2048,Montgomery,0.017600017599761486,13.6,26.046875
2048,Barrett,0.01069999416358769,13.9,26.046875
2048,Montgomery,0.016600009985268116,14.6,26.046875
2048,Barrett,0.011299998732283711,14.6,26.03125
2048,Montgomery,0.016400008462369442,19.8,26.03125
2048,Barrett,0.011199997970834374,13.8,26.03125
2048,Montgomery,0.01729998621158302,13.4,26.03125
2048,Barrett,0.011399999493733048,16.3,26.03515625
2048,Montgomery,0.016399979358538985,14.5,26.03515625
2048,Barrett,0.010499992640689015,15.3,26.03515625
2048,Montgomery,0.01610000617802143,14.7,26.03515625
2048,Barrett,0.011299998732283711,14.1,26.03515625
2048,Montgomery,0.017000013031065464,14.5,26.03515625
2048,Barrett,0.011600001016631722,13.7,26.03515625
2048,Montgomery,0.01750001683831215,15.4,26.03515625
2048,Barrett,0.0171000137925148,13.8,26.03515625
2048,Montgomery,0.01960000372491777,13.8,26.03515625
2048,Barrett,0.016499980119988322,14.3,26.0390625
2048,Montgomery,0.026699999580159783,14.7,26.0390625
2048,Barrett,0.011899974197149277,15.5,26.0390625
2048,Montgomery,0.016700010746717453,17.6,26.0390625
2048,Barrett,0.011399999493733048,13.7,26.0390625
2048,Montgomery,0.017300015315413475,13.0,26.0390625
2048,Barrett,0.012299977242946625,13.1,26.0390625
2048,Montgomery,0.01750001683831215,13.6,26.0390625
2048,Barrett,0.01610000617802143,13.5,26.0390625
2048,Montgomery,0.019800005247816443,16.0,26.0390625
2048,Barrett,0.0109999964479357,14.3,26.0390625
2048,Montgomery,0.017099984688684344,13.1,26.0390625
2048,Barrett,0.011199997970834374,13.9,26.0390625
2048,Montgomery,0.018000020645558834,14.6,26.0390625
2048,Barrett,0.010199990356341004,16.3,26.0390625
2048,Montgomery,0.01650000922381878,13.7,26.0390625
2048,Barrett,0.01300001167692244,14.2,26.0390625
2048,Montgomery,0.01999997766688466,15.1,26.0390625
2048,Barrett,0.010599993402138352,13.4,26.0390625
2048,Montgomery,0.016400008462369442,16.0,26.0390625
2048,Barrett,0.011600001016631722,15.9,26.0390625
2048,Montgomery,0.02269999822601676,13.9,26.0390625
2048,Barrett,0.010399991879239678,14.9,26.0390625
2048,Montgomery,0.016300007700920105,14.2,26.0390625
2048,Barrett,0.017900019884109497,14.1,26.0390625
2048,Montgomery,0.019800005247816443,17.0,26.0390625
2048,Barrett,0.01069999416358769,13.9,26.0390625
2048,Montgomery,0.017200014553964138,14.8,26.0390625
2048,Barrett,0.009499985026195644,13.6,26.0390625
2048,Montgomery,0.016300007700920105,13.0,26.0390625
2048,Barrett,0.011199997970834374,16.5,26.0390625
2048,Montgomery,0.016700010746717453,14.6,26.0390625
2048,Barrett,0.010599993402138352,14.8,26.0390625
2048,Montgomery,0.018000020645558834,13.9,26.0390625
2048,Barrett,0.009899988071992992,13.8,26.0390625
2048,Montgomery,0.017600017599761486,15.4,26.04296875
2048,Barrett,0.010599993402138352,16.6,26.04296875
2048,Montgomery,0.016700010746717453,13.3,26.04296875
2048,Barrett,0.01170000177808106,13.6,26.04296875
2048,Montgomery,0.01810002140700817,14.4,26.04296875
2048,Barrett,0.011500000255182384,14.0,26.04296875
2048,Montgomery,0.016900012269616127,15.5,26.04296875
2048,Barrett,0.010099989594891667,13.9,26.04296875
2048,Montgomery,0.01610000617802143,14.8,26.04296875
2048,Barrett,0.012999982573091984,13.5,26.04296875
2048,Montgomery,0.017900019884109497,14.1,26.04296875
2048,Barrett,0.00999998883344233,14.0,26.04296875
2048,Montgomery,0.015400000847876072,15.7,26.04296875
2048,Barrett,0.012699980288743973,15.0,26.04296875
2048,Montgomery,0.03480000304989517,14.9,26.04296875
2048,Barrett,0.011199997970834374,14.0,26.046875
2048,Montgomery,0.01689998316578567,14.2,26.046875
2048,Barrett,0.010599993402138352,13.3,26.046875
2048,Montgomery,0.016700010746717453,16.0,26.046875
2048,Barrett,0.01029999111779034,15.4,26.046875
2048,Montgomery,0.016200006939470768,14.9,26.046875
2048,Barrett,0.01170000177808106,14.3,26.046875
2048,Montgomery,0.01759998849593103,15.8,26.046875
2048,Barrett,0.010499992640689015,17.1,26.046875
2048,Montgomery,0.01680001150816679,14.7,26.046875
2048,Barrett,0.01889999839477241,13.7,26.046875
2048,Montgomery,0.030099996365606785,13.4,26.046875
2048,Barrett,0.01200000406242907,14.4,26.046875
2048,Montgomery,0.017799990018829703,14.6,26.046875
2048,Barrett,0.011800002539530396,17.9,26.046875
2048,Montgomery,0.016699981642886996,15.2,26.046875
2048,Barrett,0.009899988071992992,14.2,26.046875
2048,Montgomery,0.016300007700920105,14.2,26.046875
2048,Barrett,0.01610000617802143,15.4,26.046875
2048,Montgomery,0.03579998156055808,14.5,26.046875
2048,Barrett,0.01230000634677708,15.6,26.046875
2048,Montgomery,0.01659998088143766,15.1,26.046875
2048,Barrett,0.01270000939257443,14.9,26.046875
2048,Montgomery,0.01759998849593103,14.1,26.046875
2048,Barrett,0.014399993233382702,14.1,26.05078125
2048,Montgomery,0.01829999382607639,17.2,26.05078125
2048,Barrett,0.01200000406242907,13.9,26.05078125
2048,Montgomery,0.016999983927235007,15.0,26.05078125
2048,Barrett,0.011500000255182384,13.7,26.05078125
2048,Montgomery,0.0171000137925148,14.5,26.05078125
2048,Barrett,0.010099989594891667,15.5,26.05078125
2048,Montgomery,0.016300007700920105,14.1,26.05078125
2048,Barrett,0.010899995686486363,14.6,26.05078125
2048,Montgomery,0.016700010746717453,14.3,26.05078125
2048,Barrett,0.01200000406242907,13.9,26.05078125
2048,Montgomery,0.01719998545013368,15.4,26.05078125
2048,Barrett,0.011500000255182384,15.4,26.05078125
2048,Montgomery,0.016400008462369442,14.4,26.05078125
2048,Barrett,0.012600008631125093,13.6,26.05078125
2048,Montgomery,0.017200014553964138,14.8,26.05078125
2048,Barrett,0.011299998732283711,14.0,26.05078125
2048,Montgomery,0.016600009985268116,15.6,26.05078125
2048,Barrett,0.0124999787658453,13.9,26.05078125
2048,Montgomery,0.017600017599761486,13.6,26.05078125
2048,Barrett,0.010400020983070137,15.2,26.05078125
2048,Montgomery,0.015700003132224083,12.8,26.05078125
2048,Barrett,0.010899995686486363,18.3,26.05078125
2048,Montgomery,0.016600009985268116,14.8,26.05078125
2048,Barrett,0.010499992640689015,14.8,26.05078125
2048,Montgomery,0.015900004655122757,13.6,26.05078125
2048,Barrett,0.011099997209385036,13.9,26.05078125
2048,Montgomery,0.01610000617802143,16.2,26.05078125
2048,Barrett,0.010499992640689015,13.8,26.0546875
2048,Montgomery,0.016900012269616127,13.7,26.0546875
2048,Barrett,0.013300013961270452,13.5,26.0546875
2048,Montgomery,0.01759998849593103,14.4,26.0546875
2048,Barrett,0.010800024028867485,14.7,26.0546875
2048,Montgomery,0.01619997783564031,15.1,26.0546875
2048,Barrett,0.010100018698722124,15.9,26.0546875
2048,Montgomery,0.01619997783564031,15.5,26.0546875
2048,Barrett,0.0109999964479357,15.3,26.0546875
2048,Montgomery,0.016000005416572094,14.7,26.0546875
2048,Barrett,0.01270000939257443,15.0,26.0546875
2048,Montgomery,0.01689998316578567,12.9,26.0546875
2048,Barrett,0.01230000634677708,13.7,26.0546875
2048,Montgomery,0.020800012862309813,14.5,26.0546875
2048,Barrett,0.015900004655122757,14.1,26.0546875
2048,Montgomery,0.018499995348975062,15.5,26.05859375
2048,Barrett,0.012200005585327744,13.0,26.05859375
2048,Montgomery,0.017399986973032355,14.5,26.05859375
2048,Barrett,0.01020001946017146,14.2,26.05859375
2048,Montgomery,0.015999976312741637,14.0,26.05859375
2048,Barrett,0.012800010154023768,14.9,26.05859375
2048,Montgomery,0.01689998316578567,15.4,26.05859375
2048,Barrett,0.010700023267418146,14.1,26.05859375
2048,Montgomery,0.016099977074190974,13.0,26.05859375
2048,Barrett,0.010499992640689015,14.5,26.05859375
2048,Montgomery,0.0171000137925148,16.0,26.05859375
2048,Barrett,0.009899988071992992,14.2,26.05859375
2048,Montgomery,0.015900004655122757,13.7,26.05859375
2048,Barrett,0.010100018698722124,13.3,26.05859375
2048,Montgomery,0.015600002370774746,15.4,26.05859375
2048,Barrett,0.010599993402138352,14.1,26.05859375
2048,Montgomery,0.017300015315413475,16.7,26.05859375
2048,Barrett,0.015900004655122757,15.4,26.05859375
2048,Montgomery,0.019899976905435324,13.9,26.05859375
2048,Barrett,0.011299998732283711,14.8,26.05859375
2048,Montgomery,0.017400016076862812,14.0,26.05859375
4096,Barrett,0.017999991541728377,15.3,26.0625
4096,Montgomery,0.04539999645203352,15.0,26.0625
4096,Barrett,0.023300002794712785,14.2,26.0703125
4096,Montgomery,0.04919999628327787,13.5,26.0703125
4096,Barrett,0.022899999748915437,14.1,26.07421875
4096,Montgomery,0.04749998333863914,14.0,26.07421875
4096,Barrett,0.02229999518021941,13.7,26.07421875
4096,Montgomery,0.04780001472681761,15.6,26.07421875
4096,Barrett,0.019800005247816443,15.8,26.07421875
4096,Montgomery,0.062499981140717864,14.3,26.07421875
4096,Barrett,0.03399999695830047,13.0,26.07421875
4096,Montgomery,0.06500000017695129,13.5,26.07421875
4096,Barrett,0.04110002191737294,13.3,26.07421875
4096,Montgomery,0.05289999535307288,16.1,26.07421875
4096,Barrett,0.02140001743100584,14.7,26.07421875
4096,Montgomery,0.04660000558942557,14.2,26.07421875
4096,Barrett,0.04230000195093453,13.9,26.07421875
4096,Montgomery,0.06730001769028604,13.1,26.07421875
4096,Barrett,0.04119999357499182,15.6,26.07421875
4096,Montgomery,0.05380000220611692,15.0,26.07421875
4096,Barrett,0.03270001616328955,15.7,26.07421875
4096,Montgomery,0.0625999819021672,13.4,26.07421875
4096,Barrett,0.02370000584051013,13.7,26.078125
4096,Montgomery,0.04770001396536827,14.7,26.078125
4096,Barrett,0.023100001271814108,13.8,26.078125
4096,Montgomery,0.04939999780617654,15.0,26.078125
4096,Barrett,0.02249999670311809,14.3,26.078125
4096,Montgomery,0.04709998029284179,17.8,26.078125
4096,Barrett,0.01960000372491777,14.5,26.078125
4096,Montgomery,0.06560000474564731,16.4,26.078125
4096,Barrett,0.023100001271814108,19.8,26.078125
4096,Montgomery,0.07499998901039362,14.0,26.078125
4096,Barrett,0.02169999061152339,13.5,26.078125
4096,Montgomery,0.07080001523718238,15.2,26.078125
4096,Barrett,0.030800001695752144,16.0,26.078125
4096,Montgomery,0.04529999569058418,14.2,26.078125
4096,Barrett,0.023800006601959467,12.9,26.078125
4096,Montgomery,0.0467000063508749,14.1,26.078125
4096,Barrett,0.023500004317611456,14.0,26.078125
4096,Montgomery,0.04729998181574047,15.2,26.078125
4096,Barrett,0.022099993657320734,14.9,26.078125
4096,Montgomery,0.04800001624971628,14.5,26.078125
4096,Barrett,0.02400000812485814,13.5,26.078125
4096,Montgomery,0.04879999323748052,14.0,26.078125
